UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
1360257,05,01,2,1,2,1,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,350,,2,,,2,,,3,1,3,1181,01194,097,R,4,2
1360257,01,01,1,2,2,1,1,2,2,2,2,5,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,2,3,1181,01194,097,R,4,2
1360257,02,01,1,1,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1181,01194,097,R,4,2
1461298,13,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,494,01300,108,R,4,1
1461298,14,01,1,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,6,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,01300,108,R,4,1
1412978,11,01,1,1,2,2,1,1,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,300,,2,,,2,,,2,1,1,8748,01286,107,U,3,2
1412978,12,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,8748,01286,107,U,3,2
1412978,13,01,2,2,2,1,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,1,1,3,8748,01286,107,U,3,2
1412978,14,01,2,1,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,8748,01286,107,U,3,2
1412978,15,01,2,1,1,2,1,2,1,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,9999,,,1,9999,,2,,,2,,,1,1,1,8748,01286,107,U,3,2
1412978,16,01,2,2,2,1,1,2,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,8748,01286,107,U,3,2
0860424,03,01,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,00697,057,R,4,1
0762350,12,01,1,2,2,1,1,2,2,1,1,,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,3483,00598,050,R,4,1
0762350,13,01,1,1,2,2,1,2,1,1,1,,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,219,,2,,,2,,,3,1,3,3483,00598,050,R,4,1
0762350,19,01,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,206,,2,,,2,,,3,1,3,3483,00598,050,R,4,1
0762350,20,01,1,1,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,3483,00598,050,R,4,1
1000033,02,01,1,2,2,1,2,2,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,2,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,794,00818,073,U,1,3
1000033,04,01,2,1,2,1,1,2,1,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,2,3,2,794,00818,073,U,1,3
1000033,05,01,2,1,2,1,1,1,1,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,400,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,794,00818,073,U,1,3
1000071,01,01,1,1,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,1,2,2,2,,,1,2,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,309,,1,215,,2,,,3,1,1,702,00819,073,U,1,3
0908914,01,01,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,259,,2,,,2,,,3,1,3,5653,00754,065,U,1,2
0908914,02,01,1,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,5653,00754,065,U,1,2
0908914,03,01,1,1,2,1,1,2,2,2,2,1,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,200,,1,3,3,5653,00754,065,U,1,2
0908914,04,01,1,2,2,1,1,1,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,5653,00754,065,U,1,2
0908914,05,01,2,2,2,1,1,1,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,680,,,2,,,,2,,,2,,,2,,,1,1,3,5653,00754,065,U,1,2
0909085,04,01,1,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,4,,2,,,,,2,,1,2,2,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,200,,2,,,3,3,1,6014,00755,065,U,1,2
0909085,05,01,2,2,2,1,1,2,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,6014,00755,065,U,1,2
0909085,01,01,1,1,1,1,1,2,2,2,2,4,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,2,3,1,6014,00755,065,U,1,2
0915353,04,01,1,2,2,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,11405,00786,066,U,1,3
1000280,05,01,1,1,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,1,2,2,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,188,,2,,,3,3,1,1331,00828,072,U,1,2
1000296,01,01,2,2,1,1,1,1,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,400,,2,,,2,,,2,1,1,595,00829,074,U,1,4
1000296,03,01,2,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,200,,1,3,3,595,00829,074,U,1,4
1000296,05,01,1,1,1,1,1,1,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,300,,2,,,2,,,1,1,1,595,00829,074,U,1,4
1000296,04,01,1,2,2,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,700,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,8,1,595,00829,074,U,1,4
1000314,01,01,1,1,1,1,1,1,1,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,750,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,580,00830,074,U,1,4
1001862,04,01,2,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,299,,,2,,,2,,,2,,,2,3,8,496,00881,074,U,1,4
1001862,02,01,2,1,2,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,496,00881,074,U,1,4
1001862,03,01,2,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,496,00881,074,U,1,4
1001862,01,01,1,1,1,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,496,00881,074,U,1,4
1460267,04,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,1,2,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,570,,1,30,,2,,,3,1,1,1943,01289,109,R,4,2
1460267,05,01,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,359,,2,,,2,,,3,1,3,1943,01289,109,R,4,2
1460267,06,01,1,2,2,1,1,2,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,1,1,3,1943,01289,109,R,4,2
1460267,13,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1943,01289,109,R,4,2
1460267,14,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1943,01289,109,R,4,2
1460267,15,01,1,1,1,1,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,360,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1943,01289,109,R,4,2
1460267,11,01,1,1,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,1943,01289,109,R,4,2
1204471,17,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1141,01100,088,U,3,1
1204471,19,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1141,01100,088,U,3,1
1204471,12,01,1,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,117,,2,,,2,,,3,1,3,1141,01100,088,U,3,1
1204471,20,01,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1141,01100,088,U,3,1
1204471,18,01,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,1141,01100,088,U,3,1
1204471,18,02,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1141,01100,088,U,3,1
1161338,16,01,2,2,2,1,2,2,2,2,2,3,,1,1,2,2,2,1,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,2,2,2,,,,2,,,,2,,,,1,9999,,,2,,,,2,,,2,,,2,,,1,1,3,2301,01021,079,R,4,2
1161338,19,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2301,01021,079,R,4,2
1161338,17,01,1,1,2,1,1,1,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2301,01021,079,R,4,2
1102590,05,01,1,2,2,1,1,1,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,499,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2430,00944,082,U,1,3
1102590,01,01,2,2,2,1,1,1,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,490,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2430,00944,082,U,1,3
1102590,02,01,2,2,2,1,1,2,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2430,00944,082,U,1,3
1102590,04,01,2,2,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,1,2,2,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,9999,,2,,,3,3,1,2430,00944,082,U,1,3
1102608,05,01,2,2,2,2,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3531,00945,081,U,1,2
1102608,01,01,1,2,2,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,1,180,,2,,,1,1,1,3531,00945,081,U,1,2
1102608,02,01,1,1,1,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3531,00945,081,U,1,2
1102608,02,02,1,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3531,00945,081,U,1,2
1102608,03,01,2,1,2,1,1,1,1,2,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,600,,,1,570,,2,,,2,,,1,1,1,3531,00945,081,U,1,2
1102608,04,01,1,1,1,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3531,00945,081,U,1,2
1102660,01,01,1,1,1,2,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,440,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2513,00946,082,U,1,3
1102660,02,01,1,2,2,1,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,1,2513,00946,082,U,1,3
1102660,03,01,2,1,2,2,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,450,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,1,2513,00946,082,U,1,3
1405845,01,01,1,1,1,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,3901,01243,111,U,1,2
1405845,02,01,1,1,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,3901,01243,111,U,1,2
1405845,03,01,1,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,1,1,3,3901,01243,111,U,1,2
1405934,03,01,1,1,2,1,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,499,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,4951,01244,111,U,1,2
1405934,04,01,2,1,1,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,4951,01244,111,U,1,2
1405934,01,01,1,1,1,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,4951,01244,111,U,1,2
1405934,05,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,4951,01244,111,U,1,2
1405971,03,01,2,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,4,NO TIENE TELEVISIÓN,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3497,01245,111,U,1,2
1301531,18,01,1,1,2,1,1,2,1,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2868,01171,094,U,2,2
1300438,03,01,1,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,325,01133,100,U,1,3
1300438,04,01,1,1,1,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,325,01133,100,U,1,3
1300438,01,01,2,2,2,1,1,2,2,2,2,3,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,380,,,1,400,,2,,,2,,,1,1,1,325,01133,100,U,1,3
1300438,02,01,1,2,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,350,,,2,,,2,,,2,,,1,3,1,325,01133,100,U,1,3
1300442,01,01,1,1,1,1,1,2,2,1,1,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,350,,,2,,,,2,,,2,,,2,,,1,1,3,266,01134,100,U,1,3
1203957,09,01,2,1,2,2,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,300,,,1,216,,2,,,2,,,1,2,1,1132,01097,088,U,3,1
1203957,03,01,2,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,380,,,1,299,,2,,,2,,,1,1,1,1132,01097,088,U,3,1
1203957,04,01,1,1,1,2,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,1,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,385,,,1,217,,2,,,2,,,1,1,1,1132,01097,088,U,3,1
1203957,01,01,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,4,NO CUENTA CON TELEVISOR,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,01097,088,U,3,1
1203957,02,01,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,1132,01097,088,U,3,1
1260477,17,01,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2877,01106,089,R,4,1
1260477,18,01,2,1,2,2,1,2,2,2,2,4,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,2877,01106,089,R,4,1
1260477,16,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,215,,2,,,2,,,3,2,3,2877,01106,089,R,4,1
1260602,04,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,3625,01107,089,R,4,1
1260602,01,01,2,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,01107,089,R,4,1
1260602,02,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,219,,2,,,2,,,3,1,3,3625,01107,089,R,4,1
1260602,03,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,3625,01107,089,R,4,1
1300787,04,01,2,2,2,1,1,2,1,2,1,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,600,,2,,,1,300,,1,1,3,382,01158,101,U,1,4
1300787,05,01,1,2,2,1,1,2,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,480,,2,,,1,369,,2,1,3,382,01158,101,U,1,4
1412978,17,01,2,1,2,2,1,2,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,300,,2,,,2,,,2,1,1,8748,01286,107,U,3,2
1412978,18,01,1,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,1,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,225,,2,,,2,,,2,2,2,8748,01286,107,U,3,2
1412978,19,01,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,300,,,1,300,,2,,,2,,,1,1,1,8748,01286,107,U,3,2
1412978,20,01,2,1,1,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,430,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,8748,01286,107,U,3,2
1406732,04,01,2,2,2,1,1,1,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,5378,01256,112,U,1,3
1406735,01,01,1,1,1,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3135,01257,113,U,1,4
1406735,02,01,2,2,2,1,1,1,1,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,900,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,2,3135,01257,113,U,1,4
