UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
1960085,03,01,2,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,2,3,343,01735,156,R,4,2
1960085,05,01,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,380,,2,,,2,,,3,1,3,343,01735,156,R,4,2
1960085,06,01,2,2,2,1,1,1,2,2,1,,,2,,,,,,,,,,,,,,7,UTILIZAN DATOS MÓVILES,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,343,01735,156,R,4,2
1960085,18,01,2,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,250,,2,,,2,,,3,2,3,343,01735,156,R,4,2
1960464,18,01,1,2,2,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,340,,1,3,3,676,01743,156,R,4,2
2000002,01,01,1,1,2,1,1,2,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,372,01744,168,U,1,3
2000002,02,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,360,,2,,,2,,,3,1,3,372,01744,168,U,1,3
1960085,08,01,2,2,2,1,1,1,2,2,2,4,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,225,,2,,,2,,,3,2,3,343,01735,156,R,4,2
1960085,09,01,2,1,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,343,01735,156,R,4,2
1860368,06,01,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,1,2,2,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,0,1,2,,,3,3,1,704,01635,149,R,4,2
1860368,04,01,2,2,2,1,1,2,2,1,1,,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,2,3,3,704,01635,149,R,4,2
1801551,20,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,240,,2,,,2,,,3,1,3,1583,01624,147,U,3,2
1801551,13,01,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,240,,2,,,1,0,1,1,1,3,1583,01624,147,U,3,2
1801551,15,01,2,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,4,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,0,1,2,,,2,,,3,1,3,1583,01624,147,U,3,2
1801551,16,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1583,01624,147,U,3,2
1860142,14,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,736,01625,149,R,4,2
1860142,15,01,1,2,2,1,1,1,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,736,01625,149,R,4,2
1901916,02,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,131,01652,157,U,1,1
1760228,06,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,336,01559,137,R,4,1
1760228,07,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,336,01559,137,R,4,1
1760228,08,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,336,01559,137,R,4,1
1760228,12,01,1,2,2,2,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,336,01559,137,R,4,1
1960367,20,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,230,01742,155,R,4,1
1960464,02,01,2,1,1,2,1,2,1,2,2,,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,676,01743,156,R,4,2
1960005,05,01,1,2,2,1,1,1,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,687,01732,156,R,4,2
1960005,06,01,1,1,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,300,,,1,210,,2,,,2,,,1,1,1,687,01732,156,R,4,2
1960005,07,01,1,2,2,1,1,1,1,2,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,210,,2,,,2,,,1,1,1,687,01732,156,R,4,2
1960005,10,01,1,2,2,1,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,470,,,2,,,,2,,,2,,,2,,,1,1,3,687,01732,156,R,4,2
1960005,12,01,2,2,2,1,1,2,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,1,1,3,687,01732,156,R,4,2
1860149,01,01,1,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,1,100,,1,300,,1,1,1,622,01626,149,R,4,2
1860149,03,01,1,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,622,01626,149,R,4,2
1860149,04,01,2,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,622,01626,149,R,4,2
1860149,05,01,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,622,01626,149,R,4,2
1860149,06,01,2,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,1,2,1,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,1,205,,2,,,3,1,1,622,01626,149,R,4,2
1860197,12,01,1,2,1,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,363,01627,148,R,4,1
1860197,05,01,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,4,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,225,,2,,,2,,,3,1,3,363,01627,148,R,4,1
1903416,02,01,2,2,1,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,190,,2,,,3,3,1,4720,01665,159,U,1,3
1602026,01,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,1,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,3451,01444,132,U,1,2
1602026,02,01,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3451,01444,132,U,1,2
1602026,03,01,1,2,1,1,1,1,1,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,560,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,3451,01444,132,U,1,2
1860368,18,01,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,704,01635,149,R,4,2
1860368,11,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,704,01635,149,R,4,2
1860368,12,01,2,2,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,01635,149,R,4,2
1860368,16,01,2,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,4,COMO NO ES MI CASA SOLO ME LA PRESTAN NO LO HE CONTRATADO,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,704,01635,149,R,4,2
1860371,13,01,2,2,2,1,1,1,2,1,2,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,674,01636,149,R,4,2
1860371,07,01,1,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,01636,149,R,4,2
1860371,20,01,2,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,217,,2,,,2,,,3,1,3,674,01636,149,R,4,2
1860371,03,01,1,1,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,2,1,3,674,01636,149,R,4,2
1661257,06,01,2,2,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,8,1,1414,01472,130,R,4,1
1661257,09,01,1,2,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1414,01472,130,R,4,1
1661257,14,01,1,1,2,2,1,2,1,2,1,,,1,1,2,2,2,1,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,0,1,2,3,3,1414,01472,130,R,4,1
1701847,04,01,1,2,2,1,1,1,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,1,369,01526,143,U,2,4
1701848,01,01,2,2,2,1,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,340,,,2,,,2,,,2,,,1,3,1,712,01527,143,U,2,4
1701848,02,01,1,2,1,1,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,635,,,2,,,,2,,,2,,,2,,,1,1,3,712,01527,143,U,2,4
1701848,03,01,2,2,2,2,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,712,01527,143,U,2,4
1701848,04,01,1,1,2,1,1,1,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,700,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,1,712,01527,143,U,2,4
1701848,05,01,2,1,1,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,350,,2,,,3,3,1,712,01527,143,U,2,4
1701870,03,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3863,01528,142,U,2,2
1605919,18,01,2,1,2,1,1,2,2,1,2,,,1,1,2,2,2,1,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,100,,2,,,1,300,,1,1,3,381,01464,128,U,3,1
1605919,19,01,2,2,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,381,01464,128,U,3,1
1605919,20,01,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,120,,2,,,2,,,3,1,3,381,01464,128,U,3,1
1605919,06,01,1,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,381,01464,128,U,3,1
1605919,07,01,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,100,,2,,,2,,,3,1,3,381,01464,128,U,3,1
1605919,08,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,100,,2,,,2,,,3,1,3,381,01464,128,U,3,1
1605919,09,01,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,381,01464,128,U,3,1
1605919,10,01,1,1,2,2,1,2,2,1,2,,,1,2,,,,,,,,2,1,2,2,,,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,100,,2,,,2,,,3,2,3,381,01464,128,U,3,1
2103840,05,01,1,1,1,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,2,1854,01881,181,U,1,3
2106859,19,01,1,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,245,,2,,,2,,,3,1,3,1868,01899,177,U,3,1
2106859,20,01,1,1,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,01899,177,U,3,1
2160296,20,01,2,1,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669,01911,178,R,4,1
2160401,11,01,2,1,1,1,1,2,2,1,2,,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,2,,,,,4,APENAS LO VAN A CONTRATAR,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,250,,2,3,3,877,01912,179,R,4,2
2160401,03,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2160401,04,01,2,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2160401,05,01,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,3,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,2,3,1,877,01912,179,R,4,2
2160401,01,01,1,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2160401,08,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2160401,06,01,2,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,1,3,3,877,01912,179,R,4,2
2160401,09,01,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2160401,10,01,1,1,1,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2106902,18,01,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1695,01900,177,U,3,1
2106902,09,01,1,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1695,01900,177,U,3,1
2106902,10,01,2,2,2,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,730,,,1,260,,2,,,2,,,1,1,1,1695,01900,177,U,3,1
2106902,06,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,1695,01900,177,U,3,1
2106902,05,01,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1695,01900,177,U,3,1
2106902,01,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1695,01900,177,U,3,1
2106902,02,01,2,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,1695,01900,177,U,3,1
2106902,07,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1695,01900,177,U,3,1
2106902,16,01,2,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,01900,177,U,3,1
2106902,03,01,2,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,550,,2,,,3,3,1,1695,01900,177,U,3,1
2106902,17,01,2,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,01900,177,U,3,1
2160401,15,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,230,,2,,,2,,,3,2,3,877,01912,179,R,4,2
2160401,16,01,2,1,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,6,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,877,01912,179,R,4,2
2161798,08,01,2,2,2,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,4,NO POSEEN TELEVISIÓN,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,250,,1,3,3,751,01918,179,R,4,2
2161798,04,01,2,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,01918,179,R,4,2
2103448,02,01,2,2,1,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,9999,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,2,1,1114,01871,182,U,1,4
2103448,05,01,1,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,599,,,1,615,,2,,,2,,,1,1,1,1114,01871,182,U,1,4
2161798,12,01,1,2,2,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,1,250,,2,1,3,751,01918,179,R,4,2
2161798,20,01,1,2,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,195,,2,,,2,,,3,1,3,751,01918,179,R,4,2
2161941,14,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,01919,179,R,4,2
2161941,18,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,01919,179,R,4,2
2161941,17,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,01919,179,R,4,2
2161941,11,01,1,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,01919,179,R,4,2
2161941,07,01,2,2,2,1,1,2,1,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,1000,,2,,,1,350,,2,1,3,824,01919,179,R,4,2
2161941,08,01,1,1,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,1,480,,,2,,,,2,,,,2,,,2,,,1,250,,1,1,1,824,01919,179,R,4,2
