K_EMPRESA,ANIO,MES,FOLIO,FECHA,CONCESIONARIO,EMPRESA,L_TOTAL_E,L_PREPAGO_E,L_POSPAGOC_E,L_POSPAGOL_E,K_GRUPO,GRUPO
C106,2016,12,103357,15DEC2016,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,203","8,203",,,C106,CIERTO
C106,2017,1,103357,15JAN2017,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,293","8,293",,,C106,CIERTO
C106,2017,2,103357,15-feb-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,493","8,493",,,C106,CIERTO
C106,2017,3,103357,15-mar-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"15,408","15,408",,,C106,CIERTO
C106,2017,4,103357,15APR2017,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,145","16,145",,,C106,CIERTO
C106,2017,5,103357,15-may-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"15,629","15,629",,,C106,CIERTO
C106,2017,6,103357,15-jun-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,941","14,941",,,C106,CIERTO
C106,2017,7,103357,15-jul-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,095","14,095",,,C106,CIERTO
C106,2017,8,103357,15AUG2017,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,456","14,456",,,C106,CIERTO
C106,2017,9,103357,15-sep-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,294","14,294",,,C106,CIERTO
C106,2017,10,103357,15-oct-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,868","14,868",,,C106,CIERTO
C106,2017,11,103357,15-nov-17,"TELIGENTIA, S.A. DE C.V.",CIERTO,"15,304","15,304",,,C106,CIERTO
C106,2017,12,103357,15DEC2017,"TELIGENTIA, S.A. DE C.V.",CIERTO,"15,591","15,591",,,C106,CIERTO
C106,2018,1,103357,15JAN2018,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,040","16,040",,,C106,CIERTO
C106,2018,2,103357,15-feb-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,485","16,485",,,C106,CIERTO
C106,2018,3,103357,15-mar-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,761","16,761",,,C106,CIERTO
C106,2018,4,103357,15APR2018,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,471","16,471",,,C106,CIERTO
C106,2018,5,103357,15-may-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"15,972","15,972",,,C106,CIERTO
C106,2018,6,103357,15-jun-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"15,595","15,595",,,C106,CIERTO
C106,2018,7,103357,15-jul-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"17,143","17,143",,,C106,CIERTO
C106,2018,8,103357,15AUG2018,"TELIGENTIA, S.A. DE C.V.",CIERTO,"17,889","17,889",,,C106,CIERTO
C106,2018,9,103357,15-sep-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"18,537","18,537",,,C106,CIERTO
C106,2018,10,103357,15-oct-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"18,258","18,258",,,C106,CIERTO
C106,2018,11,103357,15-nov-18,"TELIGENTIA, S.A. DE C.V.",CIERTO,"17,946","17,946",,,C106,CIERTO
C106,2018,12,103357,15DEC2018,"TELIGENTIA, S.A. DE C.V.",CIERTO,"17,548","17,548",,,C106,CIERTO
C106,2019,1,103357,15JAN2019,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,612","14,612",,,C106,CIERTO
C106,2019,2,103357,15-feb-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"12,860","12,860",,,C106,CIERTO
C106,2019,3,103357,15-mar-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,954","8,954",,,C106,CIERTO
C106,2019,4,103357,15APR2019,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,628","7,628",,,C106,CIERTO
C106,2019,5,103357,15-may-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,600","7,600",,,C106,CIERTO
C106,2019,6,103357,15-jun-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,551","7,551",,,C106,CIERTO
C106,2019,7,103357,15-jul-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,303","7,303",,,C106,CIERTO
C106,2019,8,103357,15AUG2019,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,089","7,089",,,C106,CIERTO
C106,2019,9,103357,15-sep-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"6,996","6,996",,,C106,CIERTO
C106,2019,10,103357,15-oct-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,714","8,714",,,C106,CIERTO
C106,2019,11,103357,15-nov-19,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,687","8,687",,,C106,CIERTO
C106,2019,12,103357,15DEC2019,"TELIGENTIA, S.A. DE C.V.",CIERTO,"9,484","9,484",,,C106,CIERTO
C106,2020,1,103357,15JAN2020,"TELIGENTIA, S.A. DE C.V.",CIERTO,"10,000","10,000",,,C106,CIERTO
C106,2020,2,103357,15-feb-20,"TELIGENTIA, S.A. DE C.V.",CIERTO,"11,169","11,169",,,C106,CIERTO
C106,2020,3,103357,15-mar-20,"TELIGENTIA, S.A. DE C.V.",CIERTO,"11,955","11,955",,,C106,CIERTO
C106,2020,4,103357,15APR2020,"TELIGENTIA, S.A. DE C.V.",CIERTO,"10,327","10,327",,,C106,CIERTO
C106,2020,5,103357,15-may-20,"TELIGENTIA, S.A. DE C.V.",CIERTO,"9,954","9,954",,,C106,CIERTO
C106,2020,6,103357,15-jun-20,"TELIGENTIA, S.A. DE C.V.",CIERTO,"10,001","10,001",,,C106,CIERTO
C400,2013,1,104117,15JAN2013,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,906,773","149,264","3,757,509",,C400,NEXTEL
C400,2013,2,104117,15-feb-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,907,076","153,554","3,753,522",,C400,NEXTEL
C400,2013,3,104117,15-mar-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,917,436","158,183","3,759,253",,C400,NEXTEL
C400,2013,4,104117,15APR2013,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,925,536","169,266","3,756,270",,C400,NEXTEL
C400,2013,5,104117,15-may-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,921,478","193,745","3,727,733",,C400,NEXTEL
C400,2013,6,104117,15-jun-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,940,107","252,311","3,687,796",,C400,NEXTEL
C400,2013,7,104117,15-jul-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,873,872","282,314","3,591,558",,C400,NEXTEL
C400,2013,8,104117,15AUG2013,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,794,104","299,604","3,494,500",,C400,NEXTEL
C400,2013,9,104117,15-sep-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,721,703","317,467","3,404,236",,C400,NEXTEL
C400,2013,10,104117,15-oct-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,653,586","313,924","3,339,662",,C400,NEXTEL
C400,2013,11,104117,15-nov-13,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,391,437","154,692","3,236,745",,C400,NEXTEL
C400,2013,12,104117,15DEC2013,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,278,881","120,209","3,158,672",,C400,NEXTEL
C400,2014,1,104117,15JAN2014,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,199,968","115,810","3,084,158",,C400,NEXTEL
C400,2014,2,104117,15-feb-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,119,050","113,282","3,005,768",,C400,NEXTEL
C400,2014,3,104117,15-mar-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,056,310","113,833","2,942,477",,C400,NEXTEL
C400,2014,4,104117,15APR2014,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,010,545","115,603","2,894,942",,C400,NEXTEL
C400,2014,5,104117,15-may-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,975,367","118,704","2,856,663",,C400,NEXTEL
C400,2014,6,104117,15-jun-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,931,508","122,582","2,808,926",,C400,NEXTEL
C400,2014,7,104117,15-jul-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,877,592","131,636","2,745,956",,C400,NEXTEL
C400,2014,8,104117,15AUG2014,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,845,149","145,828","2,699,321",,C400,NEXTEL
C400,2014,9,104117,15-sep-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,834,533","168,550","2,665,983",,C400,NEXTEL
C400,2014,10,104117,15-oct-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,853,550","203,859","2,649,691",,C400,NEXTEL
C400,2014,11,104117,15-nov-14,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,876,183","250,812","2,625,371",,C400,NEXTEL
C400,2014,12,104117,15DEC2014,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,903,631","305,371","2,598,260",,C400,NEXTEL
C400,2015,1,104117,15JAN2015,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,907,083","365,747","2,541,336",,C400,NEXTEL
C400,2015,2,104117,15-feb-15,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"2,954,217","429,105","2,525,112",,C400,NEXTEL
C400,2015,3,104117,15-mar-15,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,023,442","494,640","2,528,802",,C400,NEXTEL
C400,2015,4,104117,15APR2015,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,061,443","556,739","2,504,704",,C400,NEXTEL
C400,2015,5,104117,15-may-15,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,100,430","619,712","2,480,718",,C400,NEXTEL
C400,2015,6,104117,15-jun-15,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,144,356","677,106","2,467,250",,C400,NEXTEL
C400,2015,7,104117,15-jul-15,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,180,773","720,862","2,459,911",,C400,NEXTEL
C400,2015,8,104117,15AUG2015,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,208,933","766,152","2,442,781",,C400,NEXTEL
C400,2015,9,104117,15-sep-15,"NII DIGITAL, S. DE R.L. DE C.V.",NEXTEL,"3,209,913","793,831","2,416,082",,C400,NEXTEL
C376,2014,8,105792,15AUG2014,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"16,538","16,538",,,C376,MAZ TIEMPO
C376,2014,9,105792,15-sep-14,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"18,079","18,079",,,C376,MAZ TIEMPO
C376,2014,10,105792,15-oct-14,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"19,780","19,780",,,C376,MAZ TIEMPO
C376,2014,11,105792,15-nov-14,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"22,059","22,059",,,C376,MAZ TIEMPO
C376,2014,12,105792,15DEC2014,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"24,204","24,204",,,C376,MAZ TIEMPO
C376,2015,1,105792,15JAN2015,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"13,957","13,957",,,C376,MAZ TIEMPO
C376,2015,2,105792,15-feb-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"14,949","14,949",,,C376,MAZ TIEMPO
C376,2015,3,105792,15-mar-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"14,729","14,729",,,C376,MAZ TIEMPO
C376,2015,4,105792,15APR2015,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"16,523","16,523",,,C376,MAZ TIEMPO
C376,2015,5,105792,15-may-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"19,116","19,116",,,C376,MAZ TIEMPO
C376,2015,6,105792,15-jun-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"21,734","21,734",,,C376,MAZ TIEMPO
C376,2015,7,105792,15-jul-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"23,322","23,322",,,C376,MAZ TIEMPO
C376,2015,8,105792,15AUG2015,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"24,439","24,439",,,C376,MAZ TIEMPO
C376,2015,9,105792,15-sep-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"28,746","28,746",,,C376,MAZ TIEMPO
C376,2015,10,105792,15-oct-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"31,235","31,235",,,C376,MAZ TIEMPO
C376,2015,11,105792,15-nov-15,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"32,392","32,392",,,C376,MAZ TIEMPO
C376,2015,12,105792,15DEC2015,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"33,105","33,105",,,C376,MAZ TIEMPO
C376,2016,1,105792,15JAN2016,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"36,186","36,186",,,C376,MAZ TIEMPO
C376,2016,2,105792,15-feb-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"39,582","39,582",,,C376,MAZ TIEMPO
C376,2016,3,105792,15-mar-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"41,031","41,031",,,C376,MAZ TIEMPO
C376,2016,4,105792,15APR2016,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"41,798","41,798",,,C376,MAZ TIEMPO
C376,2016,5,105792,15-may-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"43,585","43,585",,,C376,MAZ TIEMPO
C376,2016,6,105792,15-jun-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"45,622","45,622",,,C376,MAZ TIEMPO
C376,2016,7,105792,15-jul-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"46,893","46,893",,,C376,MAZ TIEMPO
C376,2016,8,105792,15AUG2016,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"48,745","48,745",,,C376,MAZ TIEMPO
C376,2016,9,105792,15-sep-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"49,901","49,901",,,C376,MAZ TIEMPO
C376,2016,10,105792,15-oct-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"50,858","50,858",,,C376,MAZ TIEMPO
C376,2016,11,105792,15-nov-16,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"51,920","51,920",,,C376,MAZ TIEMPO
C376,2016,12,105792,15DEC2016,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"52,720","52,720",,,C376,MAZ TIEMPO
C376,2017,1,105792,15JAN2017,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"46,127","46,127",,,C376,MAZ TIEMPO
C376,2017,2,105792,15-feb-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"23,178","23,178",,,C376,MAZ TIEMPO
C376,2017,3,105792,15-mar-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"9,873","9,873",,,C376,MAZ TIEMPO
C376,2017,4,105792,15APR2017,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"7,865","7,865",,,C376,MAZ TIEMPO
C376,2017,5,105792,15-may-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"6,123","6,123",,,C376,MAZ TIEMPO
C376,2017,6,105792,15-jun-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,987","4,987",,,C376,MAZ TIEMPO
C376,2017,7,105792,15-jul-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,623","4,623",,,C376,MAZ TIEMPO
C376,2017,8,105792,15AUG2017,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,875","4,875",,,C376,MAZ TIEMPO
C376,2017,9,105792,15-sep-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,749","4,749",,,C376,MAZ TIEMPO
C376,2017,10,105792,15-oct-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,578","4,578",,,C376,MAZ TIEMPO
C376,2017,11,105792,15-nov-17,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,781","4,781",,,C376,MAZ TIEMPO
C376,2017,12,105792,15DEC2017,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,987","4,987",,,C376,MAZ TIEMPO
C376,2018,1,105792,15JAN2018,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,090","4,090",,,C376,MAZ TIEMPO
C376,2018,2,105792,15-feb-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,121","4,121",,,C376,MAZ TIEMPO
C376,2018,3,105792,15-mar-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,655","4,655",,,C376,MAZ TIEMPO
C376,2018,4,105792,15APR2018,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,100","5,100",,,C376,MAZ TIEMPO
C376,2018,5,105792,15-may-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,900","4,900",,,C376,MAZ TIEMPO
C376,2018,6,105792,15-jun-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,132","4,132",,,C376,MAZ TIEMPO
C376,2018,7,105792,15-jul-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,231","5,231",,,C376,MAZ TIEMPO
C376,2018,8,105792,15AUG2018,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,437","5,437",,,C376,MAZ TIEMPO
C376,2018,9,105792,15-sep-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,537","5,537",,,C376,MAZ TIEMPO
C376,2018,10,105792,15-oct-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,580","5,580",,,C376,MAZ TIEMPO
C376,2018,11,105792,15-nov-18,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,620","5,620",,,C376,MAZ TIEMPO
C376,2018,12,105792,15DEC2018,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,750","5,750",,,C376,MAZ TIEMPO
C376,2019,1,105792,15JAN2019,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,850","5,850",,,C376,MAZ TIEMPO
C376,2019,2,105792,15-feb-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,890","5,890",,,C376,MAZ TIEMPO
C376,2019,3,105792,15-mar-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,940","5,940",,,C376,MAZ TIEMPO
C376,2019,4,105792,15APR2019,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"6,000","6,000",,,C376,MAZ TIEMPO
C376,2019,5,105792,15-may-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"6,150","6,150",,,C376,MAZ TIEMPO
C376,2019,6,105792,15-jun-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"6,300","6,300",,,C376,MAZ TIEMPO
C376,2019,7,105792,15-jul-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"5,000","5,000",,,C376,MAZ TIEMPO
C376,2019,8,105792,15AUG2019,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,500","4,500",,,C376,MAZ TIEMPO
C376,2019,9,105792,15-sep-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"4,000","4,000",,,C376,MAZ TIEMPO
C376,2019,10,105792,15-oct-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"3,500","3,500",,,C376,MAZ TIEMPO
C376,2019,11,105792,15-nov-19,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"3,000","3,000",,,C376,MAZ TIEMPO
C376,2019,12,105792,15DEC2019,"MAZ TIEMPO, S.A.P.I. DE C.V.",MAZ TIEMPO,"2,500","2,500",,,C376,MAZ TIEMPO
C659,2016,10,105875,15-oct-16,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,78,78,,,C659,MEGATEL
C659,2016,11,105875,15-nov-16,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,287,287,,,C659,MEGATEL
C659,2016,12,105875,15DEC2016,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,"7,787","7,787",,,C659,MEGATEL
C659,2017,1,105875,15JAN2017,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,835,835,,,C659,MEGATEL
C659,2017,2,105875,15-feb-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,162,162,,,C659,MEGATEL
C659,2017,3,105875,15-mar-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,446,446,,,C659,MEGATEL
C659,2017,4,105875,15APR2017,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,134,134,,,C659,MEGATEL
C659,2017,5,105875,15-may-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,198,198,,,C659,MEGATEL
C659,2017,6,105875,15-jun-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,65,65,,,C659,MEGATEL
C659,2017,7,105875,15-jul-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,25,25,,,C659,MEGATEL
C659,2017,8,105875,15AUG2017,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,16,16,,,C659,MEGATEL
C659,2017,9,105875,15-sep-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,12,12,,,C659,MEGATEL
C659,2017,10,105875,15-oct-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,10,10,,,C659,MEGATEL
C659,2017,11,105875,15-nov-17,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,8,8,,,C659,MEGATEL
C659,2017,12,105875,15DEC2017,"QUICKLY PHONE, S.A. DE C.V.",MEGATEL,2,2,,,C659,MEGATEL
C373,2016,7,106223,15-jul-16,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"6,468",,"6,468",,C373,MAXCOM
C373,2016,8,106223,15AUG2016,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"5,786",,"5,786",,C373,MAXCOM
C373,2016,9,106223,15-sep-16,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"5,364",,"5,364",,C373,MAXCOM
C373,2016,10,106223,15-oct-16,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"4,715",,"4,715",,C373,MAXCOM
C373,2016,11,106223,15-nov-16,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"3,342",,"3,342",,C373,MAXCOM
C373,2016,12,106223,15DEC2016,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"3,156",,"3,156",,C373,MAXCOM
C373,2017,1,106223,15JAN2017,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"1,886",,"1,886",,C373,MAXCOM
C373,2017,2,106223,15-feb-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"1,724",,"1,724",,C373,MAXCOM
C373,2017,3,106223,15-mar-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"1,583",,"1,583",,C373,MAXCOM
C373,2017,4,106223,15APR2017,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"1,449",,"1,449",,C373,MAXCOM
C373,2017,5,106223,15-may-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,17,17,,,C373,MAXCOM
C373,2017,6,106223,15-jun-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,219,219,,,C373,MAXCOM
C373,2017,7,106223,15-jul-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,863,863,,,C373,MAXCOM
C373,2017,8,106223,15AUG2017,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"1,544","1,544",,,C373,MAXCOM
C373,2017,9,106223,15-sep-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"2,463","2,463",,,C373,MAXCOM
C373,2017,10,106223,15-oct-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"2,149","2,149",,,C373,MAXCOM
C373,2017,11,106223,15-nov-17,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"3,019","3,019",,,C373,MAXCOM
C373,2017,12,106223,15DEC2017,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"6,096","6,096",,,C373,MAXCOM
C373,2018,1,106223,15JAN2018,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"8,098","8,098",,,C373,MAXCOM
C373,2018,2,106223,15-feb-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"9,125","9,125",,,C373,MAXCOM
C373,2018,3,106223,15-mar-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"12,766","12,766",,,C373,MAXCOM
C373,2018,4,106223,15APR2018,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"16,525","16,525",,,C373,MAXCOM
C373,2018,5,106223,15-may-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"18,270","18,270",,,C373,MAXCOM
C373,2018,6,106223,15-jun-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"17,838","17,838",,,C373,MAXCOM
C373,2018,7,106223,15-jul-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"20,360","20,360",,,C373,MAXCOM
C373,2018,8,106223,15AUG2018,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"23,120","23,120",,,C373,MAXCOM
C373,2018,9,106223,15-sep-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"27,397","27,397",,,C373,MAXCOM
C373,2018,10,106223,15-oct-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"40,868","40,868",,,C373,MAXCOM
C373,2018,11,106223,15-nov-18,"MAXCOM TELECOMUNICACIONES, S.A.B. DE C.V.",MAXCOM,"50,979","50,979",,,C373,MAXCOM
