K_EMPRESA,ANIO,MES,FOLIO,FECHA,CONCESIONARIO,EMPRESA,L_TOTAL_E,L_PREPAGO_E,L_POSPAGOC_E,L_POSPAGOL_E,K_GRUPO,GRUPO
C612,2013,12,100728,15DEC2013,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,896,812","4,535,989","360,823",,G005,IUSACELL-UNEFÓN
C612,2014,1,100728,15JAN2014,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,845,878","4,489,895","355,983",,G005,IUSACELL-UNEFÓN
C612,2014,2,100728,15-feb-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,854,376","4,495,094","359,282",,G005,IUSACELL-UNEFÓN
C612,2014,3,100728,15-mar-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,942,274","4,583,320","358,954",,G005,IUSACELL-UNEFÓN
C612,2014,4,100728,15APR2014,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,928,691","4,558,998","369,693",,G005,IUSACELL-UNEFÓN
C612,2014,5,100728,15-may-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,858,309","4,480,553","377,756",,G005,IUSACELL-UNEFÓN
C612,2014,6,100728,15-jun-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,810,640","4,428,345","382,295",,G005,IUSACELL-UNEFÓN
C612,2014,7,100728,15-jul-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"4,924,966","4,542,607","382,359",,G005,IUSACELL-UNEFÓN
C612,2014,8,100728,15AUG2014,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"5,153,057","4,773,428","379,629",,G005,IUSACELL-UNEFÓN
C612,2014,9,100728,15-sep-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"5,010,759","4,631,291","379,468",,G005,IUSACELL-UNEFÓN
C612,2014,10,100728,15-oct-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"5,094,827","4,708,356","386,471",,G005,IUSACELL-UNEFÓN
C612,2014,11,100728,15-nov-14,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"5,213,554","4,821,529","392,025",,G005,IUSACELL-UNEFÓN
C612,2014,12,100728,15DEC2014,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"5,400,314","5,008,324","391,990",,G005,IUSACELL-UNEFÓN
C612,2015,1,100728,15JAN2015,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"3,648,515","3,390,910","257,605",,G005,IUSACELL-UNEFÓN
C612,2015,2,100728,15-feb-15,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"3,426,035","3,182,153","243,882",,G005,IUSACELL-UNEFÓN
C612,2015,3,100728,15-mar-15,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"3,332,449","3,019,701","312,748",,G005,IUSACELL-UNEFÓN
C612,2015,4,100728,15APR2015,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"3,130,671","2,837,931","292,740",,G005,IUSACELL-UNEFÓN
C612,2015,5,100728,15-may-15,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"3,078,596","2,797,718","280,878",,G005,IUSACELL-UNEFÓN
C612,2015,6,100728,15-jun-15,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"3,011,973","2,744,659","267,314",,G005,IUSACELL-UNEFÓN
C612,2015,7,100728,15-jul-15,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"2,797,011","2,538,827","258,184",,G005,IUSACELL-UNEFÓN
C612,2015,8,100728,15AUG2015,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"2,816,228","2,569,247","246,981",,G005,IUSACELL-UNEFÓN
C612,2015,9,100728,15-sep-15,"OPERADORA UNEFON, S.A. DE C.V.",UNEFON,"2,860,059","2,622,272","237,787",,G005,IUSACELL-UNEFÓN
C422,2013,1,101346,15JAN2013,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,414,630","18,716,402","1,698,228",,G003,TELEFÓNICA
C422,2013,2,101346,15-feb-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,543,894","18,813,328","1,730,566",,G003,TELEFÓNICA
C422,2013,3,101346,15-mar-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,510,702","18,754,831","1,755,871",,G003,TELEFÓNICA
C422,2013,4,101346,15APR2013,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,485,456","18,749,714","1,735,742",,G003,TELEFÓNICA
C422,2013,5,101346,15-may-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,415,728","18,683,493","1,732,235",,G003,TELEFÓNICA
C422,2013,6,101346,15-jun-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,489,828","18,788,599","1,701,229",,G003,TELEFÓNICA
C422,2013,7,101346,15-jul-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,485,768","18,800,650","1,685,118",,G003,TELEFÓNICA
C422,2013,8,101346,15AUG2013,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,495,494","18,839,748","1,655,746",,G003,TELEFÓNICA
C422,2013,9,101346,15-sep-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,608,168","18,979,209","1,628,959",,G003,TELEFÓNICA
C422,2013,10,101346,15-oct-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,822,487","19,186,221","1,636,266",,G003,TELEFÓNICA
C422,2013,11,101346,15-nov-13,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"21,182,884","19,551,446","1,631,438",,G003,TELEFÓNICA
C422,2013,12,101346,15DEC2013,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"21,889,112","20,233,215","1,655,897",,G003,TELEFÓNICA
C422,2014,1,101346,15JAN2014,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,552,506","19,089,800","1,462,706",,G003,TELEFÓNICA
C422,2014,2,101346,15-feb-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,541,540","19,088,961","1,452,579",,G003,TELEFÓNICA
C422,2014,3,101346,15-mar-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"19,324,769","17,861,953","1,462,816",,G003,TELEFÓNICA
C422,2014,4,101346,15APR2014,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"19,535,114","18,067,958","1,467,156",,G003,TELEFÓNICA
C422,2014,5,101346,15-may-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,039,247","18,568,822","1,470,425",,G003,TELEFÓNICA
C422,2014,6,101346,15-jun-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,244,198","18,777,360","1,466,838",,G003,TELEFÓNICA
C422,2014,7,101346,15-jul-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,347,779","18,891,586","1,456,193",,G003,TELEFÓNICA
C422,2014,8,101346,15AUG2014,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,327,700","18,881,940","1,445,760",,G003,TELEFÓNICA
C422,2014,9,101346,15-sep-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,565,610","19,127,565","1,438,045",,G003,TELEFÓNICA
C422,2014,10,101346,15-oct-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,707,269","19,272,512","1,434,757",,G003,TELEFÓNICA
C422,2014,11,101346,15-nov-14,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"20,999,775","19,548,004","1,451,771",,G003,TELEFÓNICA
C422,2014,12,101346,15DEC2014,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"21,673,357","20,207,536","1,465,821",,G003,TELEFÓNICA
C422,2015,1,101346,15JAN2015,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"21,770,713","20,305,852","1,464,861",,G003,TELEFÓNICA
C422,2015,2,101346,15-feb-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"22,250,200","20,776,001","1,474,199",,G003,TELEFÓNICA
C422,2015,3,101346,15-mar-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"22,536,621","21,056,642","1,479,979",,G003,TELEFÓNICA
C422,2015,4,101346,15APR2015,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"22,662,078","21,170,251","1,491,827",,G003,TELEFÓNICA
C422,2015,5,101346,15-may-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"22,991,583","21,493,038","1,498,545",,G003,TELEFÓNICA
C422,2015,6,101346,15-jun-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,062,816","21,553,923","1,508,893",,G003,TELEFÓNICA
C422,2015,7,101346,15-jul-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,146,825","21,616,296","1,530,529",,G003,TELEFÓNICA
C422,2015,8,101346,15AUG2015,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,291,945","21,731,416","1,560,529",,G003,TELEFÓNICA
C422,2015,9,101346,15-sep-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,404,990","21,779,774","1,625,216",,G003,TELEFÓNICA
C422,2015,10,101346,15-oct-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,789,197","22,097,229","1,691,968",,G003,TELEFÓNICA
C422,2015,11,101346,15-nov-15,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,043,758","22,300,872","1,742,886",,G003,TELEFÓNICA
C422,2015,12,101346,15DEC2015,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,894,975","23,101,996","1,792,979",,G003,TELEFÓNICA
C422,2016,1,101346,15JAN2016,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,488,002","23,637,386","850,616",,G003,TELEFÓNICA
C422,2016,2,101346,15-feb-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,784,853","23,927,676","857,177",,G003,TELEFÓNICA
C422,2016,3,101346,15-mar-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,100,118","23,955,710","1,144,408",,G003,TELEFÓNICA
C422,2016,4,101346,15APR2016,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,071,670","23,937,809","1,133,861",,G003,TELEFÓNICA
C422,2016,5,101346,15-may-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,179,017","24,048,301","1,130,716",,G003,TELEFÓNICA
C422,2016,6,101346,15-jun-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,349,907","24,223,640","1,126,267",,G003,TELEFÓNICA
C422,2016,7,101346,15-jul-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,543,647","24,413,524","1,130,123",,G003,TELEFÓNICA
C422,2016,8,101346,15AUG2016,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,419,631","24,266,626","1,153,005",,G003,TELEFÓNICA
C422,2016,9,101346,15-sep-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,421,774","24,230,564","1,191,210",,G003,TELEFÓNICA
C422,2016,10,101346,15-oct-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,548,898","24,312,628","1,236,270",,G003,TELEFÓNICA
C422,2016,11,101346,15-nov-16,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,794,620","24,540,524","1,254,096",,G003,TELEFÓNICA
C422,2016,12,101346,15DEC2016,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"26,055,532","24,778,763","1,276,769",,G003,TELEFÓNICA
C422,2017,1,101346,15JAN2017,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"26,625,438","25,381,241","1,244,197",,G003,TELEFÓNICA
C422,2017,2,101346,15-feb-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"26,279,167","24,982,943","1,296,224",,G003,TELEFÓNICA
C422,2017,3,101346,15-mar-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,803,432","24,493,702","1,309,730",,G003,TELEFÓNICA
C422,2017,4,101346,15APR2017,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,092,578","23,760,572","1,332,006","1,244,886",G003,TELEFÓNICA
C422,2017,5,101346,15-may-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,096,517","23,747,726","1,348,791","1,262,813",G003,TELEFÓNICA
C422,2017,6,101346,15-jun-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,736,791","23,374,170","1,362,621","1,277,881",G003,TELEFÓNICA
C422,2017,7,101346,15-jul-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,300,001","22,904,553","1,395,448","1,311,055",G003,TELEFÓNICA
C422,2017,8,101346,15AUG2017,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,081,724","22,661,205","1,420,519","1,337,221",G003,TELEFÓNICA
C422,2017,9,101346,15-sep-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,990,087","22,533,384","1,456,703","1,374,012",G003,TELEFÓNICA
C422,2017,10,101346,15-oct-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,982,189","22,487,197","1,494,992","1,412,940",G003,TELEFÓNICA
C422,2017,11,101346,15-nov-17,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,151,222","22,624,286","1,526,936","1,450,396",G003,TELEFÓNICA
C422,2017,12,101346,15DEC2017,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,494,831","22,947,157","1,547,674","1,495,901",G003,TELEFÓNICA
C422,2018,1,101346,15JAN2018,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,433,571","23,105,390","48,042","1,280,139",G003,TELEFÓNICA
C422,2018,2,101346,15-feb-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,591,728","23,259,274","47,495","1,284,959",G003,TELEFÓNICA
C422,2018,3,101346,15-mar-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,415,600","23,067,263","46,500","1,301,837",G003,TELEFÓNICA
C422,2018,4,101346,15APR2018,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,497,393","23,127,279","46,331","1,323,783",G003,TELEFÓNICA
C422,2018,5,101346,15-may-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,712,187","23,160,257","48,900","1,503,030",G003,TELEFÓNICA
C422,2018,6,101346,15-jun-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,620,245","23,253,871","45,748","1,320,626",G003,TELEFÓNICA
C422,2018,7,101346,15-jul-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,889,115","23,542,628","45,826","1,300,661",G003,TELEFÓNICA
C422,2018,8,101346,15AUG2018,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,207,190","23,881,930","44,572","1,280,688",G003,TELEFÓNICA
C422,2018,9,101346,15-sep-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,644,484","23,334,504","44,666","1,265,314",G003,TELEFÓNICA
C422,2018,10,101346,15-oct-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,775,123","23,481,106","43,667","1,250,350",G003,TELEFÓNICA
C422,2018,11,101346,15-nov-18,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,169,031","23,863,026","43,033","1,262,972",G003,TELEFÓNICA
C422,2018,12,101346,15DEC2018,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,502,085","24,165,228","42,124","1,294,733",G003,TELEFÓNICA
C422,2019,1,101346,15JAN2019,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,394,482","24,059,528","41,467","1,293,487",G003,TELEFÓNICA
C422,2019,2,101346,15-feb-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,220,706","23,890,247","40,932","1,289,527",G003,TELEFÓNICA
C422,2019,3,101346,15-mar-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,676,173","23,342,621","40,548","1,293,004",G003,TELEFÓNICA
C422,2019,4,101346,15APR2019,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,868,736","22,534,318","40,162","1,294,256",G003,TELEFÓNICA
C422,2019,5,101346,15-may-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"22,934,941","21,557,504","40,134","1,337,303",G003,TELEFÓNICA
C422,2019,6,101346,15-jun-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"23,476,504","22,087,771","39,468","1,349,265",G003,TELEFÓNICA
C422,2019,7,101346,15-jul-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,900,321","23,502,329","39,566","1,358,426",G003,TELEFÓNICA
C422,2019,8,101346,15AUG2019,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,543,846","24,134,196","39,281","1,370,369",G003,TELEFÓNICA
C422,2019,9,101346,15-sep-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,962,915","24,539,552","38,823","1,384,540",G003,TELEFÓNICA
C422,2019,10,101346,15-oct-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,633,477","24,197,987","37,782","1,397,708",G003,TELEFÓNICA
C422,2019,11,101346,15-nov-19,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,363,580","23,898,669","37,565","1,427,346",G003,TELEFÓNICA
C422,2019,12,101346,15DEC2019,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"25,175,386","23,678,730","36,805","1,459,851",G003,TELEFÓNICA
C422,2020,1,101346,15JAN2020,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,995,235","23,486,294","36,173","1,472,768",G003,TELEFÓNICA
C422,2020,2,101346,15-feb-20,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,906,475","23,388,516","35,088","1,482,871",G003,TELEFÓNICA
C422,2020,3,101346,15-mar-20,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,746,527","23,224,597","34,230","1,487,700",G003,TELEFÓNICA
C422,2020,4,101346,15APR2020,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,767,007","23,258,842","33,285","1,474,880",G003,TELEFÓNICA
C422,2020,5,101346,15-may-20,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,766,212","23,269,896","32,609","1,463,707",G003,TELEFÓNICA
C422,2020,6,101346,15-jun-20,"PEGASO PCS, S.A. DE C.V.",TELEFONICA,"24,583,505","23,091,438","32,075","1,459,992",G003,TELEFÓNICA
C655,2016,11,102273,15-nov-16,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"2,302","2,302",,,C655,OUI
C655,2016,12,102273,15DEC2016,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"4,373","4,373",,,C655,OUI
C655,2017,1,102273,15JAN2017,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"13,028","13,028",,,C655,OUI
C655,2017,2,102273,15-feb-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"21,465","21,465",,,C655,OUI
C655,2017,3,102273,15-mar-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"30,086","30,086",,,C655,OUI
C655,2017,4,102273,15APR2017,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"37,977","37,977",,,C655,OUI
C655,2017,5,102273,15-may-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"46,227","46,227",,,C655,OUI
C655,2017,6,102273,15-jun-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"55,333","55,333",,,C655,OUI
C655,2017,7,102273,15-jul-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"80,625","80,625",,,C655,OUI
C655,2017,8,102273,15AUG2017,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"95,554","95,554",,,C655,OUI
C655,2017,9,102273,15-sep-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"108,986","108,986",,,C655,OUI
C655,2017,10,102273,15-oct-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"123,939","123,939",,,C655,OUI
C655,2017,11,102273,15-nov-17,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"138,354","138,354",,,C655,OUI
C655,2017,12,102273,15DEC2017,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"156,094","156,094",,,C655,OUI
C655,2018,1,102273,15JAN2018,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"170,962","170,962",,,C655,OUI
C655,2018,2,102273,15-feb-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"184,457","184,457",,,C655,OUI
C655,2018,3,102273,15-mar-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"201,870","201,870",,,C655,OUI
C655,2018,4,102273,15APR2018,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"220,794","220,794",,,C655,OUI
C655,2018,5,102273,15-may-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"239,921","239,921",,,C655,OUI
C655,2018,6,102273,15-jun-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"258,953","258,953",,,C655,OUI
C655,2018,7,102273,15-jul-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"280,765","280,765",,,C655,OUI
C655,2018,8,102273,15AUG2018,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"300,095","300,095",,,C655,OUI
C655,2018,9,102273,15-sep-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"320,940","320,940",,,C655,OUI
C655,2018,10,102273,15-oct-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"283,072","283,072",,,C655,OUI
C655,2018,11,102273,15-nov-18,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"304,913","304,913",,,C655,OUI
C655,2018,12,102273,15DEC2018,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"328,855","328,855",,,C655,OUI
C655,2019,1,102273,15JAN2019,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"349,220","349,220",,,C655,OUI
C655,2019,2,102273,15-feb-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"368,683","368,683",,,C655,OUI
C655,2019,3,102273,15-mar-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"388,145","388,145",,,C655,OUI
C655,2019,4,102273,15APR2019,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"404,929","404,929",,,C655,OUI
C655,2019,5,102273,15-may-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"420,767","420,767",,,C655,OUI
C655,2019,6,102273,15-jun-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"421,629","421,629",,,C655,OUI
C655,2019,7,102273,15-jul-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"436,277","436,277",,,C655,OUI
C655,2019,8,102273,15AUG2019,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"455,663","455,663",,,C655,OUI
C655,2019,9,102273,15-sep-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"480,194","480,194",,,C655,OUI
C655,2019,10,102273,15-oct-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"499,575","499,575",,,C655,OUI
C655,2019,11,102273,15-nov-19,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"541,933","541,933",,,C655,OUI
C655,2019,12,102273,15DEC2019,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"581,869","581,869",,,C655,OUI
C655,2020,1,102273,15JAN2020,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"607,141","607,141",,,C655,OUI
C655,2020,2,102273,15-feb-20,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"629,665","629,665",,,C655,OUI
C655,2020,3,102273,15-mar-20,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"651,077","651,077",,,C655,OUI
C655,2020,4,102273,15APR2020,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"638,156","638,156",,,C655,OUI
C655,2020,5,102273,15-may-20,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"661,260","661,260",,,C655,OUI
C655,2020,6,102273,15-jun-20,"TELECOMUNICACIONES 360, S.A. DE C.V.",OUI,"662,466","662,466",,,C655,OUI
C106,2014,9,103357,15-sep-14,"TELIGENTIA, S.A. DE C.V.",CIERTO,"3,868","3,868",,,C106,CIERTO
C106,2014,10,103357,15-oct-14,"TELIGENTIA, S.A. DE C.V.",CIERTO,"6,291","6,291",,,C106,CIERTO
C106,2014,11,103357,15-nov-14,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,070","7,070",,,C106,CIERTO
C106,2014,12,103357,15DEC2014,"TELIGENTIA, S.A. DE C.V.",CIERTO,"11,814","11,814",,,C106,CIERTO
C106,2015,1,103357,15JAN2015,"TELIGENTIA, S.A. DE C.V.",CIERTO,"22,954","22,954",,,C106,CIERTO
C106,2015,2,103357,15-feb-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,264","16,264",,,C106,CIERTO
C106,2015,3,103357,15-mar-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,253","14,253",,,C106,CIERTO
C106,2015,4,103357,15APR2015,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,214","16,214",,,C106,CIERTO
C106,2015,5,103357,15-may-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,817","16,817",,,C106,CIERTO
C106,2015,6,103357,15-jun-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"20,960","20,960",,,C106,CIERTO
C106,2015,7,103357,15-jul-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"22,512","22,512",,,C106,CIERTO
C106,2015,8,103357,15AUG2015,"TELIGENTIA, S.A. DE C.V.",CIERTO,"27,178","27,178",,,C106,CIERTO
C106,2015,9,103357,15-sep-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"27,677","27,677",,,C106,CIERTO
C106,2015,10,103357,15-oct-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"19,293","19,293",,,C106,CIERTO
C106,2015,11,103357,15-nov-15,"TELIGENTIA, S.A. DE C.V.",CIERTO,"17,323","17,323",,,C106,CIERTO
C106,2015,12,103357,15DEC2015,"TELIGENTIA, S.A. DE C.V.",CIERTO,"16,468","16,468",,,C106,CIERTO
C106,2016,1,103357,15JAN2016,"TELIGENTIA, S.A. DE C.V.",CIERTO,"14,935","14,935",,,C106,CIERTO
C106,2016,2,103357,15-feb-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"13,636","13,636",,,C106,CIERTO
C106,2016,3,103357,15-mar-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"13,272","13,272",,,C106,CIERTO
C106,2016,4,103357,15APR2016,"TELIGENTIA, S.A. DE C.V.",CIERTO,"11,985","11,985",,,C106,CIERTO
C106,2016,5,103357,15-may-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"10,711","10,711",,,C106,CIERTO
C106,2016,6,103357,15-jun-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"10,005","10,005",,,C106,CIERTO
C106,2016,7,103357,15-jul-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"10,403","10,403",,,C106,CIERTO
C106,2016,8,103357,15AUG2016,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,600","8,600",,,C106,CIERTO
C106,2016,9,103357,15-sep-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"11,188","11,188",,,C106,CIERTO
C106,2016,10,103357,15-oct-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"7,996","7,996",,,C106,CIERTO
C106,2016,11,103357,15-nov-16,"TELIGENTIA, S.A. DE C.V.",CIERTO,"8,495","8,495",,,C106,CIERTO
