,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
922,Zombieland,2009,88,7.6,73,"Adventure, Comedy, Fantasy            ","530,346",75.59,R,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search or the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",Adventure,Comedy,Fantasy
833,The Last of the Mohicans,1992,112,7.7,76,"Action, Adventure, Drama            ","154,831",75.51,R,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,Action,Adventure,Drama
786,Ray,2004,152,7.7,73,"Biography, Drama, Music            ","140,607",75.33,PG-13,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Biography,Drama,Music
790,Coraline,2009,100,7.7,80,"Animation, Drama, Family            ","202,599",75.29,PG,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Animation,Drama,Family
405,The Nightmare Before Christmas,1993,76,8,82,"Animation, Family, Fantasy            ","304,511",75.08,PG,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",Animation,Family,Fantasy
307,Ben-Hur,1959,212,8.1,90,"Adventure, Drama, History            ","223,328",74.7,G,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",Adventure,Drama,History
235,No Country for Old Men,2007,122,8.1,91,"Crime, Drama, Thriller            ","879,685",74.28,R,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,Crime,Drama,Thriller
376,Sin City,2005,124,8,74,"Crime, Thriller            ","743,420",74.1,R,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",Crime,Thriller,
901,Bridge of Spies,2015,142,7.6,81,"Drama, History, Thriller            ","293,546",72.31,PG-13,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Drama,History,Thriller
707,My Fair Lady,1964,170,7.8,95,"Drama, Family, Musical            ","88,593",72,G,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,Drama,Family,Musical
966,The Bridges of Madison County,1995,135,7.6,69,"Drama, Romance            ","75,000",71.52,PG-13,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,Drama,Romance,
406,Groundhog Day,1993,101,8,72,"Comedy, Fantasy, Romance            ","587,391",70.91,PG,A weatherman finds himself inexplicably living the same day over and over again.,Comedy,Fantasy,Romance
425,All the President's Men,1976,138,8,84,"Biography, Drama, History            ","105,707",70.6,PG,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Biography,Drama,History
236,V for Vendetta,2005,132,8.1,62,"Action, Drama, Sci-Fi            ","1,050,706",70.51,R,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",Action,Drama,Sci-Fi
410,JFK,1991,189,8,72,"Drama, History, Thriller            ","144,991",70.41,R,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Drama,History,Thriller
611,The Big Short,2015,130,7.8,81,"Biography, Comedy, Drama            ","377,545",70.26,R,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,Biography,Comedy,Drama
684,Ferris Bueller's Day Off,1986,103,7.8,61,Comedy,"327,512",70.14,PG-13,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",Comedy,,
245,Kill Bill: Vol. 1,2003,111,8.1,69,"Action, Crime, Drama            ","1,021,379",70.1,R,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Action,Crime,Drama
927,Seven Pounds,2008,123,7.6,36,Drama,"290,229",69.95,PG-13,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Drama,,
167,Heat,1995,170,8.2,76,"Crime, Drama, Thriller            ","591,928",67.44,R,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Crime,Drama,Thriller
213,Hacksaw Ridge,2016,139,8.1,71,"Biography, Drama, History            ","452,887",67.21,R,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Biography,Drama,History
976,The Godfather: Part III,1990,162,7.6,60,"Crime, Drama            ","368,522",66.67,R,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",Crime,Drama,
389,Big Fish,2003,125,8,58,"Adventure, Drama, Fantasy            ","420,846",66.26,PG-13,A frustrated son tries to determine the fact from fiction in his dying father's life.,Adventure,Drama,Fantasy
382,Kill Bill: Vol. 2,2004,137,8,83,"Action, Crime, Thriller            ","696,826",66.21,R,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",Action,Crime,Thriller
980,Lethal Weapon,1987,109,7.6,68,"Action, Crime, Thriller            ","240,932",65.21,R,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Action,Crime,Thriller
165,L.A. Confidential,1997,138,8.2,90,"Crime, Drama, Mystery            ","541,823",64.62,R,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Crime,Drama,Mystery
408,Scent of a Woman,1992,156,8,59,Drama,"271,924",63.9,R,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",Drama,,
817,The Fifth Element,1997,126,7.7,52,"Action, Adventure, Sci-Fi            ","441,738",63.54,PG-13,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Action,Adventure,Sci-Fi
553,Patton,1970,172,7.9,91,"Biography, Drama, War            ","94,994",61.7,GP,The World War II phase of the career of controversial American general George S. Patton.,Biography,Drama,War
386,Cinderella Man,2005,144,8,69,"Biography, Drama, History            ","178,617",61.65,PG-13,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",Biography,Drama,History
685,The Goonies,1985,114,7.8,62,"Adventure, Comedy, Family            ","249,704",61.5,PG,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Adventure,Comedy,Family
677,Misery,1990,107,7.8,75,"Drama, Thriller            ","189,267",61.28,R,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",Drama,Thriller,
223,Prisoners,2013,153,8.1,70,"Crime, Drama, Mystery            ","619,806",61,R,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Crime,Drama,Mystery
638,Little Miss Sunshine,2006,101,7.8,80,"Comedy, Drama            ","447,625",59.89,R,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Comedy,Drama,
683,Predator,1987,107,7.8,45,"Action, Adventure, Sci-Fi            ","378,868",59.74,R,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,Action,Adventure,Sci-Fi
210,The Grand Budapest Hotel,2014,99,8.1,88,"Adventure, Comedy, Crime            ","728,966",59.1,R,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",Adventure,Comedy,Crime
949,The Butterfly Effect,2004,113,7.6,30,"Drama, Sci-Fi, Thriller            ","458,056",57.94,R,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",Drama,Sci-Fi,Thriller
26,Life Is Beautiful,1997,116,8.6,59,"Comedy, Drama, Romance            ","638,434",57.6,PG-13,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Comedy,Drama,Romance
676,Boyz n the Hood,1991,112,7.8,76,"Crime, Drama            ","129,151",57.5,R,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",Crime,Drama,
373,Blood Diamond,2006,143,8,64,"Adventure, Drama, Thriller            ","508,877",57.37,R,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Adventure,Drama,Thriller
4,The Godfather: Part II,1974,202,9,90,"Crime, Drama            ","1,156,297",57.3,R,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Crime,Drama,
544,The Blues Brothers,1980,133,7.9,60,"Action, Adventure, Comedy            ","186,657",57.23,R,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",Action,Adventure,Comedy
403,12 Monkeys,1995,129,8,74,"Mystery, Sci-Fi, Thriller            ","587,080",57.14,R,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",Mystery,Sci-Fi,Thriller
118,2001: A Space Odyssey,1968,149,8.3,84,"Adventure, Sci-Fi            ","615,929",56.95,G,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",Adventure,Sci-Fi,
749,Midnight in Paris,2011,94,7.7,81,"Comedy, Fantasy, Romance            ","395,282",56.82,PG-13,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Comedy,Fantasy,Romance
705,Guess Who's Coming to Dinner,1967,108,7.8,63,"Comedy, Drama            ","40,725",56.7,Approved,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,Comedy,Drama,
216,12 Years a Slave,2013,134,8.1,96,"Biography, Drama, History            ","654,030",56.67,R,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Biography,Drama,History
667,Tombstone,1993,130,7.8,50,"Action, Biography, Drama            ","130,884",56.51,R,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",Action,Biography,Drama
535,Edward Scissorhands,1990,105,7.9,74,"Drama, Fantasy, Romance            ","453,982",56.36,PG-13,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",Drama,Fantasy,Romance
821,Primal Fear,1996,129,7.7,47,"Crime, Drama, Mystery            ","194,483",56.12,R,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Crime,Drama,Mystery
942,Saw,2004,103,7.6,46,"Horror, Mystery, Thriller            ","387,880",56,R,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",Horror,Mystery,Thriller
855,Ordinary People,1980,124,7.7,86,Drama,"48,205",54.8,R,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Drama,,
782,Crash,2004,112,7.7,66,"Crime, Drama, Thriller            ","423,534",54.58,R,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Crime,Drama,Thriller
198,"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,88,"Comedy, Crime, Drama            ","451,878",54.51,R,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Comedy,Crime,Drama
802,The Count of Monte Cristo,2002,131,7.7,61,"Action, Adventure, Drama            ","131,038",54.23,PG-13,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Action,Adventure,Drama
594,The Hateful Eight,2015,168,7.8,68,"Crime, Drama, Mystery            ","533,732",54.12,R,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Crime,Drama,Mystery
852,The Verdict,1982,129,7.7,77,Drama,"36,985",54,R,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,Drama,,
515,Hero,2002,120,7.9,85,"Action, Adventure, History            ","175,537",53.71,PG-13,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Action,Adventure,History
781,3:10 to Yuma,2007,122,7.7,76,"Action, Crime, Drama            ","293,675",53.61,R,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,Action,Crime,Drama
20,Parasite,2019,132,8.6,96,"Comedy, Drama, Thriller            ","616,173",53.37,R,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Comedy,Drama,Thriller
429,Papillon,1973,151,8,58,"Biography, Crime, Drama            ","123,957",53.27,R,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",Biography,Crime,Drama
37,The Prestige,2006,130,8.5,66,"Drama, Mystery, Sci-Fi            ","1,219,330",53.09,PG-13,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",Drama,Mystery,Sci-Fi
971,My Cousin Vinny,1992,120,7.6,68,"Comedy, Crime            ","110,928",52.93,R,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Comedy,Crime,
421,Gandhi,1982,191,8,79,"Biography, Drama, History            ","220,046",52.77,PG,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Biography,Drama,History
952,The Royal Tenenbaums,2001,110,7.6,76,"Comedy, Drama            ","272,003",52.36,R,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,Comedy,Drama,
274,Stand by Me,1986,89,8.1,75,"Adventure, Drama            ","370,666",52.29,R,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",Adventure,Drama,
678,Awakenings,1990,121,7.8,74,"Biography, Drama            ","129,298",52.1,PG-13,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",Biography,Drama,
807,"South Park: Bigger, Longer & Uncut",1999,81,7.7,73,"Animation, Comedy, Fantasy            ","194,203",52.04,R,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",Animation,Comedy,Fantasy
110,Amadeus,1984,160,8.3,88,"Biography, Drama, History            ","375,714",51.97,R,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",Biography,Drama,History
340,Lion,2016,118,8,69,"Biography, Drama            ","220,283",51.74,PG-13,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",Biography,Drama,
793,Finding Neverland,2004,106,7.7,67,"Biography, Drama, Family            ","200,537",51.68,PG,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,Biography,Drama,Family
956,Enemy at the Gates,2001,131,7.6,53,"Drama, History, War            ","247,560",51.4,R,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,Drama,History,War
874,Goldfinger,1964,110,7.7,87,"Action, Adventure, Thriller            ","176,944",51.08,PG,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Action,Adventure,Thriller
632,Atonement,2007,123,7.8,85,"Drama, Mystery, Romance            ","257,424",50.93,R,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Drama,Mystery,Romance
637,Apocalypto,2006,139,7.8,68,"Action, Adventure, Drama            ","295,505",50.87,R,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Action,Adventure,Drama
427,Dog Day Afternoon,1975,125,8,86,"Biography, Crime, Drama            ","240,014",50,R,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",Biography,Crime,Drama
286,The Deer Hunter,1978,183,8.1,86,"Drama, War            ","317,385",48.98,R,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,Drama,War,
664,The Game,1997,129,7.8,61,"Drama, Mystery, Thriller            ","357,358",48.32,R,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",Drama,Mystery,Thriller
832,Malcolm X,1992,202,7.7,73,"Biography, Drama, History            ","88,124",48.17,PG-13,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",Biography,Drama,History
918,Kick-Ass,2010,117,7.6,66,"Action, Comedy, Crime            ","532,141",48.07,R,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",Action,Comedy,Crime
589,Kubo and the Two Strings,2016,101,7.8,84,"Animation, Action, Adventure            ","120,552",48.02,PG,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Animation,Action,Adventure
590,Manchester by the Sea,2016,137,7.8,96,Drama,"255,085",47.7,R,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Drama,,
854,First Blood,1982,93,7.7,61,"Action, Adventure            ","232,749",47.21,R,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,Action,Adventure,
858,Halloween,1978,91,7.7,87,"Horror, Thriller            ","237,330",47,R,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",Horror,Thriller,
904,Sicario,2015,121,7.6,82,"Action, Crime, Drama            ","382,658",46.89,R,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Action,Crime,Drama
17,Goodfellas,1990,146,8.7,90,"Biography, Crime, Drama            ","1,045,833",46.84,R,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",Biography,Crime,Drama
107,Full Metal Jacket,1987,116,8.3,76,"Drama, War            ","687,847",46.36,R,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Drama,War,
687,The Breakfast Club,1985,97,7.8,66,"Comedy, Drama            ","364,531",45.88,R,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,Comedy,Drama,
545,Manhattan,1979,96,7.9,83,"Comedy, Drama, Romance            ","133,224",45.7,R,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Comedy,Drama,Romance
111,Scarface,1983,170,8.3,65,"Crime, Drama            ","761,029",45.6,R,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Crime,Drama,
609,Moonrise Kingdom,2012,94,7.8,84,"Comedy, Drama, Romance            ","325,739",45.51,PG-13,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Comedy,Drama,Romance
805,"O Brother, Where Art Thou?",2000,107,7.7,69,"Adventure, Comedy, Crime            ","293,514",45.51,PG-13,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",Adventure,Comedy,Crime
869,The Dirty Dozen,1967,150,7.7,73,"Action, Adventure, War            ","68,313",45.3,Not Rated,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",Action,Adventure,War
219,Spotlight,2015,129,8.1,93,"Biography, Crime, Drama            ","432,107",45.06,R,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Biography,Crime,Drama
311,The Bridge on the River Kwai,1957,161,8.1,87,"Adventure, Drama, War            ","207,093",44.91,PG,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",Adventure,Drama,War
120,Lawrence of Arabia,1962,228,8.3,100,"Adventure, Biography, Drama            ","273,293",44.82,Approved,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",Adventure,Biography,Drama
703,Midnight Cowboy,1969,113,7.8,79,Drama,"103,046",44.79,R,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",Drama,,
490,The Artist,2011,100,7.9,89,"Comedy, Drama, Romance            ","233,446",44.67,PG-13,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,Comedy,Drama,Romance
787,Lost in Translation,2003,102,7.7,89,"Comedy, Drama            ","424,097",44.59,R,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Comedy,Drama,
868,The Odd Couple,1968,105,7.7,86,Comedy,"32,340",44.53,G,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",Comedy,,
77,The Shining,1980,146,8.4,66,"Drama, Horror            ","920,352",44.02,R,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",Drama,Horror,
843,The Last Emperor,1987,163,7.7,76,"Biography, Drama, History            ","96,598",43.98,PG-13,The story of the final Emperor of China.,Biography,Drama,History
823,Sense and Sensibility,1995,136,7.7,84,"Drama, Romance            ","105,216",43.18,PG,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",Drama,Romance,
986,Escape from Alcatraz,1979,112,7.6,76,"Action, Biography, Crime            ","124,486",43,PG,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",Action,Biography,Crime
701,Cabaret,1972,124,7.8,80,"Drama, Music, Musical            ","49,252",42.77,PG,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Drama,Music,Musical
168,Casino,1995,178,8.2,73,"Crime, Drama            ","477,459",42.44,R,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",Crime,Drama,
738,Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,87,"Comedy, Drama            ","591,361",42.34,R,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",Comedy,Drama,
819,Donnie Brasco,1997,127,7.7,76,"Biography, Crime, Drama            ","285,854",41.91,R,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Biography,Crime,Drama
911,End of Watch,2012,109,7.6,68,"Action, Crime, Drama            ","231,788",41,R,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",Action,Crime,Drama
969,Falling Down,1993,113,7.6,56,"Action, Crime, Drama            ","175,959",40.9,R,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,Action,Crime,Drama
587,Paddington 2,2017,103,7.8,88,"Animation, Adventure, Comedy            ","65,149",40.44,PG,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",Animation,Adventure,Comedy
950,I Am Sam,2001,132,7.6,28,Drama,"144,561",40.31,PG-13,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,Drama,,
154,There Will Be Blood,2007,158,8.2,93,Drama,"531,040",40.22,R,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Drama,,
540,Hannah and Her Sisters,1986,107,7.9,90,"Comedy, Drama            ","68,269",40.08,PG-13,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",Comedy,Drama,
935,The Illusionist,2006,110,7.6,68,"Drama, Fantasy, Mystery            ","358,468",39.87,PG-13,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",Drama,Fantasy,Mystery
424,Annie Hall,1977,93,8,92,"Comedy, Romance            ","254,814",39.2,PG,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Comedy,Romance,
709,The Longest Day,1962,178,7.8,75,"Action, Drama, History            ","52,840",39.1,G,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",Action,Drama,History
929,Stardust,2007,127,7.6,66,"Adventure, Family, Fantasy            ","259,118",38.63,PG-13,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Adventure,Family,Fantasy
643,Pride & Prejudice,2005,129,7.8,82,"Drama, Romance            ","266,747",38.41,PG,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",Drama,Romance,
419,The Terminator,1984,107,8,84,"Action, Sci-Fi            ","808,687",38.4,R,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",Action,Sci-Fi,
546,All That Jazz,1979,123,7.9,72,"Drama, Music, Musical            ","28,883",37.82,R,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",Drama,Music,Musical
908,Philomena,2013,98,7.6,77,"Biography, Comedy, Drama            ","95,637",37.71,PG-13,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",Biography,Comedy,Drama
155,Pan's Labyrinth,2006,118,8.2,98,"Drama, Fantasy, War            ","628,840",37.63,R,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Drama,Fantasy,War
10,Fight Club,1999,139,8.8,66,Drama,"1,897,850",37.03,R,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,Drama,,
534,Carlito's Way,1993,144,7.9,65,"Crime, Drama, Thriller            ","204,858",36.95,R,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Crime,Drama,Thriller
51,Rear Window,1954,112,8.5,100,"Mystery, Thriller            ","453,327",36.76,PG,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,Mystery,Thriller,
960,The Thin Red Line,1998,170,7.6,78,"Drama, War            ","176,072",36.4,R,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Drama,War,
867,Dirty Harry,1971,102,7.7,90,"Action, Crime, Thriller            ","146,046",35.9,R,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",Action,Crime,Thriller
734,The Theory of Everything,2014,123,7.7,72,"Biography, Drama, Romance            ","414,846",35.89,PG-13,A look at the relationship between the famous physicist Stephen Hawking and his wife.,Biography,Drama,Romance
820,Shine,1996,105,7.7,87,"Biography, Drama, Music            ","52,028",35.81,PG-13,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Biography,Drama,Music
