,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
53,Modern Times,1936,87,8.5,96,"Comedy, Drama, Family            ","223,332",0.16,G,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Comedy,Drama,Family
804,Vampire Hunter D: Bloodlust,2000,103,7.7,62,"Animation, Action, Fantasy            ","29,834",0.15,R,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",Animation,Action,Fantasy
142,Tangerines,2013,87,8.2,73,"Drama, War            ","42,686",0.14,Not Rated,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",Drama,War,
488,Once Upon a Time in Anatolia,2011,157,7.9,82,"Crime, Drama            ","43,440",0.14,Not Rated,A group of men set out in search of a dead body in the Anatolian steppes.,Crime,Drama,
799,The Experiment,2001,120,7.7,60,"Drama, Thriller            ","91,572",0.14,R,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",Drama,Thriller,
612,I Saw the Devil,2010,144,7.8,67,"Action, Crime, Drama            ","115,563",0.13,Not Rated,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Action,Crime,Drama
645,Tokyo Godfathers,2003,92,7.8,73,"Animation, Adventure, Comedy            ","32,979",0.13,PG-13,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Animation,Adventure,Comedy
360,Darbareye Elly,2009,119,8,87,"Drama, Mystery            ","47,522",0.11,TV-PG,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,Drama,Mystery,
190,Rashomon,1950,88,8.2,98,"Crime, Drama, Mystery            ","156,118",0.1,Not Rated,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Crime,Drama,Mystery
297,Andrei Rublev,1966,205,8.1,,"Biography, Drama, History            ","48,719",0.1,R,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",Biography,Drama,History
356,Elite Squad 2: The Enemy Within,2010,115,8,71,"Action, Crime, Drama            ","80,110",0.1,Not Rated,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",Action,Crime,Drama
555,Night of the Living Dead,1968,96,7.9,89,"Horror, Thriller            ","118,960",0.09,Not Rated,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,Horror,Thriller,
562,Hiroshima Mon Amour,1959,90,7.9,,"Drama, Romance            ","29,274",0.09,Not Rated,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,Drama,Romance,
608,The Best Offer,2013,131,7.8,49,"Crime, Drama, Mystery            ","111,224",0.09,R,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,Crime,Drama,Mystery
754,Beasts of No Nation,2015,137,7.7,79,"Drama, War            ","75,771",0.08,TV-MA,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Drama,War,
877,Peeping Tom,1960,101,7.7,,"Drama, Horror, Thriller            ","32,312",0.08,Not Rated,"A young man murders women, using a movie camera to film their dying expressions of terror.",Drama,Horror,Thriller
251,Lagaan: Once Upon a Time in India,2001,224,8.1,84,"Drama, Musical, Sport            ","107,055",0.07,PG,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,Drama,Musical,Sport
748,Detachment,2011,98,7.7,52,Drama,"78,971",0.07,Not Rated,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,Drama,,
125,Ikiru,1952,143,8.3,,Drama,"70,845",0.06,Not Rated,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Drama,,
298,The Battle of Algiers,1966,121,8.1,96,"Drama, War            ","54,728",0.06,Not Rated,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Drama,War,
312,Rififi,1955,118,8.1,97,"Crime, Drama, Thriller            ","30,680",0.06,Not Rated,"Four men plan a technically perfect crime, but the human element intervenes...",Crime,Drama,Thriller
323,The Grapes of Wrath,1940,129,8.1,96,"Drama, History            ","86,615",0.06,Passed,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",Drama,History,
548,The Holy Mountain,1973,114,7.9,76,"Adventure, Drama, Fantasy            ","38,598",0.06,R,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",Adventure,Drama,Fantasy
443,8½,1963,138,8,91,Drama,"111,056",0.05,Not Rated,A harried movie director retreats into his memories and fantasies.,Drama,,
472,Battleship Potemkin,1925,66,8,97,"Drama, History, Thriller            ","54,152",0.05,Not Rated,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Drama,History,Thriller
879,Les yeux sans visage,1960,90,7.7,90,"Drama, Horror            ","28,466",0.05,Not Rated,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,Drama,Horror,
947,Sympathy for Mr. Vengeance,2002,129,7.6,56,"Crime, Drama, Thriller            ","64,111",0.05,R,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",Crime,Drama,Thriller
145,Paan Singh Tomar,2012,135,8.2,,"Action, Biography, Crime            ","34,109",0.04,Not Rated,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Action,Biography,Crime
294,Le Samouraï,1967,101,8.1,,"Crime, Drama, Mystery            ","46,821",0.04,GP,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,Crime,Drama,Mystery
129,M,1931,99,8.3,,"Crime, Mystery, Thriller            ","146,699",0.03,Passed,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Crime,Mystery,Thriller
658,The Boondock Saints,1999,108,7.8,44,"Action, Crime, Thriller            ","229,657",0.03,R,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,Action,Crime,Thriller
870,Belle de Jour,1967,100,7.7,,"Drama, Romance            ","41,290",0.03,R,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Drama,Romance,
54,City Lights,1931,87,8.5,99,"Comedy, Drama, Romance            ","171,607",0.02,G,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",Comedy,Drama,Romance
329,The Passion of Joan of Arc,1928,114,8.1,,"Biography, Drama, History            ","49,267",0.02,Passed,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Biography,Drama,History
648,Evil,2003,113,7.8,61,Drama,"36,126",0.02,Not Rated,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",Drama,,
188,Dial M for Murder,1954,105,8.2,75,"Crime, Thriller            ","162,045",0.01,PG,A former tennis player tries to arrange his wife's murder after learning of her affair.,Crime,Thriller,
191,All About Eve,1950,138,8.2,98,Drama,"122,863",0.01,Passed,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Drama,,
222,Udaan,2010,134,8.1,,Drama,"43,156",0.01,Not Rated,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",Drama,,
243,Memories of Murder,2003,132,8.1,82,"Crime, Drama, Mystery            ","149,291",0.01,Not Rated,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Crime,Drama,Mystery
361,Dev.D,2009,144,8,,"Drama, Romance            ","29,246",0.01,Not Rated,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",Drama,Romance,
367,Elite Squad,2007,115,8,33,"Action, Crime, Drama            ","99,417",0.01,R,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",Action,Crime,Drama
615,The Man from Nowhere,2010,119,7.8,,"Action, Crime, Drama            ","64,615",0.01,R,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,Action,Crime,Drama
936,Dead Man's Shoes,2004,90,7.6,52,"Crime, Drama, Thriller            ","50,506",0.01,Not Rated,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,Crime,Drama,Thriller
527,Knockin' on Heaven's Door,1997,87,7.9,,"Action, Crime, Comedy            ","28,269",0,Not Rated,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",Action,Crime,Comedy
636,Mr. Nobody,2009,141,7.8,63,"Drama, Fantasy, Romance            ","220,486",0,R,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",Drama,Fantasy,Romance
642,Adam's Apples,2005,94,7.8,51,"Comedy, Crime, Drama            ","47,027",0,R,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,Comedy,Crime,Drama
2,Soorarai Pottru,2020,153,9.1,,Drama,"82,180",,TV-MA,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",Drama,,
14,Drishyam 2,2021,152,8.7,,"Crime, Drama, Thriller            ","26,453",,,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,Crime,Drama,Thriller
30,Hara-Kiri,1962,133,8.6,85,"Action, Drama, Mystery            ","45,477",,Not Rated,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",Action,Drama,Mystery
33,It's a Wonderful Life,1946,130,8.6,89,"Drama, Family, Fantasy            ","413,391",,PG,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Drama,Family,Fantasy
34,Raatchasan,2018,170,8.5,,"Action, Crime, Thriller            ","30,694",,Not Rated,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,Action,Crime,Thriller
47,Grave of the Fireflies,1988,89,8.5,94,"Animation, Drama, War            ","244,124",,Not Rated,A young boy and his little sister struggle to survive in Japan during World War II.,Animation,Drama,War
55,Hamilton,2020,160,8.4,90,"Biography, Drama, History            ","65,565",,PG-13,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Biography,Drama,History
58,Ayla: The Daughter of War,2017,125,8.4,,"Biography, Drama, History            ","35,814",,,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",Biography,Drama,History
59,Vikram Vedha,2017,147,8.4,,"Action, Crime, Drama            ","31,174",,Not Rated,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",Action,Crime,Drama
80,High and Low,1963,143,8.4,,"Crime, Drama, Mystery            ","36,895",,Not Rated,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,Crime,Drama,Mystery
83,Paths of Glory,1957,88,8.4,90,"Drama, War            ","182,549",,Approved,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",Drama,War,
84,Sunset Blvd.,1950,110,8.4,,"Drama, Film-Noir            ","205,875",,Passed,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Drama,Film-Noir,
88,Tumbbad,2018,104,8.3,,"Drama, Fantasy, Horror            ","32,541",,Not Rated,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,Drama,Fantasy,Horror
89,Drishyam,2013,160,8.3,,"Crime, Drama, Thriller            ","36,109",,Not Rated,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,Crime,Drama,Thriller
93,Dara of Jasenovac,2020,130,8.3,,"Drama, War            ","34,717",,R,Follows the story of a young girl named Dara who is sent to a concentration camp in Croatia during World War 2.,Drama,War,
94,The Father,2020,97,8.3,88,Drama,"66,905",,PG-13,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Drama,,
95,My Father and My Son,2005,112,8.3,,"Drama, Family            ","81,169",,,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Drama,Family,
108,Come and See,1985,142,8.3,,"Drama, Thriller, War            ","63,395",,Not Rated,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Drama,Thriller,War
117,Anand,1971,122,8.3,,"Drama, Musical            ","31,893",,Not Rated,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Drama,Musical,
119,To Kill a Mockingbird,1962,129,8.3,88,"Crime, Drama            ","298,212",,Approved,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",Crime,Drama,
134,K.G.F: Chapter 1,2018,156,8.2,,"Action, Drama            ","41,377",,Not Rated,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",Action,Drama,
136,A Silent Voice: The Movie,2016,130,8.2,78,"Animation, Drama, Romance            ","55,535",,Not Rated,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Animation,Drama,Romance
139,Klaus,2019,96,8.2,65,"Animation, Adventure, Comedy            ","113,546",,PG,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",Animation,Adventure,Comedy
144,Gangs of Wasseypur,2012,321,8.2,89,"Action, Comedy, Crime            ","86,080",,Not Rated,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Action,Comedy,Crime
150,Miracle in Cell No. 7,2019,132,8.2,,Drama,"39,531",,TV-14,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,Drama,,
151,Article 15,2019,130,8.2,,"Crime, Drama, Mystery            ","25,553",,Not Rated,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Crime,Drama,Mystery
163,Hera Pheri,2000,156,8.2,,"Action, Comedy, Crime            ","59,412",,Not Rated,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Action,Comedy,Crime
166,The Bandit,1996,128,8.2,,"Crime, Drama, Thriller            ","66,049",,,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Crime,Drama,Thriller
176,Autumn Sonata,1978,99,8.2,,"Drama, Music            ","29,074",,PG,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",Drama,Music,
177,The Message,1976,177,8.2,,"Biography, Drama, History            ","44,784",,PG,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Biography,Drama,History
178,Sholay,1975,162,8.2,,"Action, Adventure, Comedy            ","52,427",,Not Rated,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Action,Adventure,Comedy
183,Yojimbo,1961,110,8.2,,"Action, Drama, Thriller            ","113,936",,Not Rated,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Action,Drama,Thriller
184,Judgment at Nuremberg,1961,179,8.2,60,"Drama, War            ","71,418",,Approved,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Drama,War,
186,Wild Strawberries,1957,91,8.2,88,"Drama, Romance            ","99,018",,Not Rated,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Drama,Romance,
187,The Seventh Seal,1957,96,8.2,88,"Drama, Fantasy, History            ","169,511",,Not Rated,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Drama,Fantasy,History
189,Tokyo Story,1953,136,8.2,,Drama,"55,207",,Not Rated,"An old couple visit their children and grandchildren in the city, but receive little attention.",Drama,,
193,To Be or Not to Be,1942,99,8.2,86,"Comedy, Romance, War            ","31,794",,Passed,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Comedy,Romance,War
199,The Invisible Guest,2016,106,8.1,,"Crime, Drama, Mystery            ","153,789",,TV-MA,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,Crime,Drama,Mystery
206,Soul,2020,100,8.1,83,"Animation, Adventure, Comedy            ","248,612",,PG,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",Animation,Adventure,Comedy
212,Wolf Children,2012,117,8.1,71,"Animation, Drama, Fantasy            ","40,208",,PG,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",Animation,Drama,Fantasy
226,A Wednesday,2008,104,8.1,,"Action, Crime, Drama            ","75,056",,Not Rated,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Action,Crime,Drama
227,Zack Snyder's Justice League,2021,242,8.1,54,"Action, Adventure, Fantasy            ","298,713",,R,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",Action,Adventure,Fantasy
231,Hachi: A Dog's Tale,2009,93,8.1,,"Biography, Drama, Family            ","260,751",,G,A college professor bonds with an abandoned dog he takes into his home.,Biography,Drama,Family
232,Mary and Max,2009,92,8.1,,"Animation, Comedy, Drama            ","167,445",,Not Rated,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",Animation,Comedy,Drama
242,Munna Bhai M.B.B.S.,2003,156,8.1,,"Comedy, Drama            ","75,710",,Not Rated,A gangster sets out to fulfill his father's dream of becoming a doctor.,Comedy,Drama,
250,Neon Genesis Evangelion: The End of Evangelion,1997,87,8.1,,"Animation, Action, Drama            ","42,173",,R,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,Animation,Action,Drama
263,Dilwale Dulhania Le Jayenge,1995,181,8.1,,"Drama, Romance            ","65,033",,Not Rated,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",Drama,Romance,
267,Andaz Apna Apna,1994,160,8.1,,"Action, Comedy, Romance            ","50,591",,Not Rated,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,Action,Comedy,Romance
280,Fitzcarraldo,1982,158,8.1,,"Adventure, Drama            ","32,383",,PG,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",Adventure,Drama,
283,The Elephant Man,1980,124,8.1,78,"Biography, Drama            ","224,692",,PG,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",Biography,Drama,
288,Network,1976,121,8.1,83,Drama,"147,842",,R,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,Drama,,
289,Barry Lyndon,1975,185,8.1,89,"Adventure, Drama, History            ","153,894",,PG,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Adventure,Drama,History
293,Solaris,1972,167,8.1,90,"Drama, Mystery, Sci-Fi            ","83,072",,PG,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,Drama,Mystery,Sci-Fi
296,Persona,1966,83,8.1,86,"Drama, Thriller            ","106,909",,Not Rated,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Drama,Thriller,
299,The Exterminating Angel,1962,95,8.1,,"Drama, Fantasy            ","30,405",,Not Rated,The guests at an upper-class dinner party find themselves unable to leave.,Drama,Fantasy,
301,Sanjuro,1962,96,8.1,,"Action, Comedy, Crime            ","33,972",,Not Rated,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",Action,Comedy,Crime
302,The Man Who Shot Liberty Valance,1962,123,8.1,94,"Drama, Western            ","70,612",,Approved,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,Drama,Western,
303,Ivan's Childhood,1962,84,8.1,,"Drama, War            ","32,848",,Not Rated,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.",Drama,War,
305,Inherit the Wind,1960,128,8.1,75,"Biography, Drama, History            ","27,986",,Passed,"Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",Biography,Drama,History
306,The 400 Blows,1959,99,8.1,,"Crime, Drama            ","108,309",,Not Rated,"A young boy, left without attention, delves into a life of petty crime.",Crime,Drama,
308,The Hidden Fortress,1958,126,8.1,,"Adventure, Drama            ","35,840",,Not Rated,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",Adventure,Drama,
310,Throne of Blood,1957,110,8.1,,"Drama, History            ","47,984",,Not Rated,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Drama,History,
314,Diabolique,1955,117,8.1,,"Crime, Drama, Horror            ","62,390",,Not Rated,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Crime,Drama,Horror
315,The Wages of Fear,1953,131,8.1,85,"Adventure, Drama, Thriller            ","56,096",,Not Rated,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",Adventure,Drama,Thriller
317,White Heat,1949,114,8.1,,"Action, Crime, Drama            ","30,440",,Not Rated,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,Action,Crime,Drama
330,The Circus,1928,72,8.1,90,"Comedy, Romance            ","31,028",,Passed,The Tramp finds work and the girl of his dreams at a circus.,Comedy,Romance,
333,The Cabinet of Dr. Caligari,1920,67,8.1,,"Fantasy, Horror, Mystery            ","58,601",,Not Rated,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Fantasy,Horror,Mystery
334,Badhaai Ho,2018,124,8,,"Comedy, Drama            ","29,440",,Not Rated,A man is embarrassed when he finds out his mother is pregnant.,Comedy,Drama,
335,Togo,2019,113,8,69,"Adventure, Biography, Drama            ","40,847",,PG,"The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",Adventure,Biography,Drama
336,Airlift,2016,130,8,,"Drama, History            ","53,840",,Not Rated,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Drama,History,
338,Baby,2015,159,8,,"Action, Thriller            ","53,919",,Not Rated,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",Action,Thriller,
362,Ip Man,2008,106,8,59,"Action, Biography, Drama            ","213,982",,R,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",Action,Biography,Drama
364,Nefes: Vatan Sagolsun,2009,128,8,,"Action, Drama, Thriller            ","32,353",,,Story of 40-man Turkish task force who must defend a relay station.,Action,Drama,Thriller
379,G.O.R.A.,2004,127,8,,"Adventure, Comedy, Sci-Fi            ","58,593",,,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,Adventure,Comedy,Sci-Fi
391,My Sassy Girl,2001,137,8,,"Comedy, Drama, Romance            ","45,972",,Not Rated,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",Comedy,Drama,Romance
393,Vizontele,2001,110,8,,"Comedy, Drama            ","34,507",,,Lives of residents in a small Anatolian village change when television is introduced to them,Comedy,Drama,
418,Castle in the Sky,1986,125,8,78,"Animation, Adventure, Drama            ","153,699",,PG,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,Animation,Adventure,Drama
422,Kagemusha,1980,162,8,84,"Drama, History, War            ","33,011",,PG,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Drama,History,War
436,Rosemary's Baby,1968,137,8,96,"Drama, Horror            ","198,773",,Approved,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,Drama,Horror,
439,Who's Afraid of Virginia Woolf?,1966,131,8,75,Drama,"70,179",,Not Rated,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Drama,,
444,Vivre Sa Vie,1962,85,8,,Drama,"29,065",,Not Rated,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,Drama,,
451,Sweet Smell of Success,1957,96,8,100,"Drama, Film-Noir            ","28,962",,Approved,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,Drama,Film-Noir,
452,The Killing,1956,84,8,91,"Crime, Drama, Film-Noir            ","83,237",,Approved,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Crime,Drama,Film-Noir
454,La Strada,1954,108,8,,Drama,"59,360",,Not Rated,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Drama,,
455,Stalag 17,1953,120,8,84,"Comedy, Drama, War            ","51,618",,Not Rated,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",Comedy,Drama,War
456,Roman Holiday,1953,118,8,78,"Comedy, Romance            ","129,629",,Passed,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,Comedy,Romance,
460,In a Lonely Place,1950,94,8,,"Drama, Film-Noir, Mystery            ","27,779",,Not Rated,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Drama,Film-Noir,Mystery
461,Kind Hearts and Coronets,1949,106,8,,"Comedy, Crime            ","35,072",,Not Rated,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Comedy,Crime,
462,Rope,1948,80,8,73,"Crime, Drama, Mystery            ","132,532",,Approved,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,Crime,Drama,Mystery
463,Out of the Past,1947,97,8,,"Crime, Drama, Film-Noir            ","33,639",,Not Rated,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",Crime,Drama,Film-Noir
465,Brief Encounter,1945,86,8,92,"Drama, Romance            ","36,838",,Not Rated,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",Drama,Romance,
