Team,Year,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,Category,Team.1
AVG others,2019,418.4193548387097,1798.5483870967741,4.293548387096773,13.96774193548387,10.290322580645162,2.193548387096774,62.67741935483871,96.7741935483871,23.04838709677419,6.451612903225806,rushing,defense
AVG others,2018,416.2258064516129,1832.0645161290322,4.3903225806451625,13.935483870967742,12.129032258064516,1.935483870967742,57.96774193548387,100.41935483870968,24.032258064516125,5.612903225806452,rushing,defense
AVG others,2017,432.7741935483871,1771.1290322580646,4.093548387096774,12.03225806451613,10.193548387096774,2.0,59.193548387096776,92.19354838709677,21.264516129032263,6.32258064516129,rushing,defense
AVG others,2016,417.80645161290323,1753.0967741935483,4.174193548387098,14.096774193548388,10.0,2.2580645161290325,59.16129032258065,95.38709677419355,22.796774193548384,6.580645161290323,rushing,defense
AVG others,2015,421.93548387096774,1754.4193548387098,4.151612903225806,11.451612903225806,10.709677419354838,2.064516129032258,57.70967741935484,93.29032258064517,22.032258064516128,7.032258064516129,rushing,defense
AVG others,2014,428.03225806451616,1784.9354838709678,4.1580645161290315,12.064516129032258,10.451612903225806,2.064516129032258,59.516129032258064,92.80645161290323,21.561290322580643,6.741935483870968,rushing,defense
AVG others,2013,433.83870967741933,1811.9032258064517,4.174193548387098,13.096774193548388,10.580645161290322,2.225806451612903,53.774193548387096,96.0,22.022580645161284,6.580645161290323,rushing,defense
AVG others,2012,433.3225806451613,1851.0967741935483,4.258064516129032,12.451612903225806,11.193548387096774,2.3870967741935485,61.903225806451616,96.64516129032258,22.241935483870964,6.806451612903226,rushing,defense
AVG others,2011,436.64516129032256,1872.1935483870968,4.283870967741935,12.419354838709678,11.838709677419354,2.161290322580645,55.935483870967744,96.51612903225806,22.019354838709678,6.903225806451613,rushing,defense
